"","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V126","V127.1","V128.1","V129.1","V130.1","V131.1","V132.1","V133.1","V134.1","V135.1","V136.1","V137.1","V138.1","V139.1","V140.1","V141.1","V142.1","V143.1","V144","V145","V146","V147","V148","V149","V150"
"1756",NA,NA,0.791298485549533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.760889726262553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.751518635553434,NA,NA,NA,0.903992339013885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894144697952377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.897213366429679,NA,0.694500774172825,1.0671569313438,NA,NA,NA,NA,NA,1.05973172268006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757",NA,0.701249607158952,0.450873616712403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497800879407446,NA,NA,NA,NA,0.861040126089511,NA,NA,NA,NA,NA,NA,0.769365894550072,NA,NA,NA,0.855786042747401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06578402810441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.696671197097988,NA,0.835291072769052,0.740693713690936,NA,NA,NA,NA,NA,0.689669867755957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758",NA,0.569653468727025,0.905846822560974,1.09488931724392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09346045193873,NA,NA,NA,NA,NA,0.687434257641341,NA,NA,NA,NA,0.585372472762737,NA,NA,NA,NA,NA,NA,0.652613919454445,NA,NA,NA,0.395673295540707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.745441151174924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04792037625476,NA,0.777130475116236,0.795603899221883,NA,NA,NA,NA,NA,0.945193219287202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759",NA,0.53559205826504,0.409826447810892,1.10672194007803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.80088003098141,NA,NA,NA,NA,NA,0.80780274332935,NA,NA,NA,NA,0.526983276330906,NA,NA,NA,NA,NA,NA,0.63916418240773,NA,NA,NA,1.21604232255851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589370797038526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06688786086763,NA,0.806828078200505,1.06296465239806,NA,NA,NA,NA,NA,0.525319570980663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760",NA,1.03193090429909,0.680898040343991,1.32953030856555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.850612242285192,0.773742449332446,NA,NA,NA,NA,0.922506121615183,NA,NA,NA,NA,0.81869691088651,NA,NA,NA,NA,NA,NA,0.475861982265048,NA,NA,NA,1.25596357302453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74006939276203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.91119113465361,NA,1.00928410842241,0.777021120038925,NA,NA,NA,NA,NA,1.01603659417171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761",NA,0.879629100861505,0.725906658234443,1.0278056632866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28471890525582,0.717549114869768,NA,NA,NA,NA,0.981015305210138,NA,NA,NA,NA,0.843482195922847,NA,NA,NA,NA,NA,NA,0.735189733953332,NA,NA,NA,1.25013127620719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.943015801520341,NA,NA,NA,NA,NA,NA,0.909419797323926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13705779495516,NA,0.872494594312132,1.04525302635709,NA,NA,NA,NA,NA,0.943824044157169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993300788108807,NA,NA,NA,NA,1.00241615928987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762",NA,0.758431605092189,0.679595650354658,0.887014411287798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952743733688748,0.977014427966312,NA,NA,NA,NA,1.09448617248169,NA,NA,NA,NA,0.559839089812663,NA,1.13043380939808,NA,NA,NA,NA,0.851062052600003,NA,NA,NA,1.17623452218255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26452239696958,NA,0.93886861683516,NA,NA,NA,NA,0.921582045812171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.851064826418017,NA,1.12042755988487,0.961642846217103,NA,NA,NA,NA,NA,1.19107549324341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708577363290431,NA,NA,NA,NA,1.09719330660916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763",NA,1.21416096344166,1.11538355464752,0.996469223836119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15088016787279,0.956839334540292,NA,NA,NA,NA,0.929574982008314,NA,NA,NA,NA,1.0968338662097,NA,0.993457259997637,NA,NA,NA,NA,0.741556412448396,NA,NA,NA,0.829767156053189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16796477692575,NA,0.843068379308696,NA,NA,NA,NA,0.847625838531339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08581627957964,NA,1.33657466278588,0.708763889115306,NA,1.12275641982254,NA,NA,NA,1.11255411581872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.730029012587454,NA,NA,NA,NA,1.08817846334293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764",NA,1.15950952923922,0.996832761470457,0.924093951462356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899399524571216,0.956799717004809,NA,NA,NA,NA,1.30643271540277,NA,NA,NA,NA,0.698713128965443,NA,1.12400866830723,NA,NA,NA,NA,1.16114807061197,NA,NA,NA,0.905078761679515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41340678960655,NA,0.921304795496624,NA,NA,NA,NA,0.878417867038222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.862704273621328,NA,0.691459782808178,1.23431187435348,NA,0.947337925559913,NA,NA,NA,1.1154992560025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77001696537901,NA,NA,NA,NA,0.993583014858463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765",NA,0.719142072821423,0.816491819465689,0.958295591458457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1298410237591,0.645438689876245,NA,NA,NA,NA,0.703255614636472,NA,NA,NA,NA,0.972559501656694,NA,0.903452129794316,NA,NA,NA,NA,1.04390716569515,NA,NA,NA,1.13486580222303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.031497943194,NA,0.965563654747938,NA,NA,NA,NA,1.10705800980032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952904093672677,NA,0.90043757110702,1.25755174822525,NA,0.997819361311689,NA,NA,NA,1.0179126267413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.946147239078393,NA,NA,NA,NA,1.26309844333198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766",NA,0.888779287816872,0.772991502087855,0.915985126855626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19837808977226,0.82557621758747,NA,NA,NA,NA,0.881839256332589,NA,NA,NA,NA,1.0626399437978,NA,0.710563107022436,NA,NA,NA,NA,0.819407349930092,NA,NA,NA,1.0928913766178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04416418458427,NA,0.939336106273764,NA,NA,NA,NA,1.36145476542267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.877900805699881,NA,0.72982410833545,1.01276374193062,NA,0.688736562514113,NA,NA,NA,0.792760404508806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673547848842817,NA,NA,NA,NA,0.738176884521085,NA,1.36249142789073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767",NA,0.519057540599296,1.07469157527465,0.348204451421106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.650255003667183,0.503380402014731,NA,NA,NA,NA,0.946829637202524,NA,NA,NA,NA,0.990626117552014,NA,0.705717323198652,NA,NA,NA,NA,0.551000723283697,NA,NA,NA,0.546390793521097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.940806895347414,NA,0.500504864881241,NA,NA,NA,NA,0.81639317392996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.726371612841511,NA,0.71875201689927,0.585294597950802,NA,0.910720689300333,NA,NA,NA,0.861907870515504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705826703202362,NA,NA,NA,NA,0.924984545226305,NA,0.7959764623741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768",NA,0.978599880483502,0.57792044187805,0.672639145361836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562151781712936,0.184001281149367,NA,NA,NA,NA,0.915716071530309,NA,NA,NA,NA,0.740910885699425,NA,0.522233466765997,NA,NA,NA,NA,0.788244890198102,NA,NA,NA,0.891843438172903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612220270078207,NA,0.40220647834073,NA,NA,NA,NA,0.330890829772589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7302469154077,NA,0.388026331455293,0.188417679151044,NA,0.912752126840191,NA,NA,NA,0.685700848163432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.496403647154602,NA,NA,NA,NA,0.824116354248694,NA,0.482483216348762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769",NA,0.659633954249698,0.933029602996505,0.869656400963265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58465217195717,0.40337717416028,NA,NA,NA,NA,1.02437106331434,NA,NA,NA,NA,0.664682638563067,NA,0.50487076785409,NA,NA,NA,NA,0.810200930631607,NA,NA,NA,0.657497079140316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.785676091689956,NA,0.380305268847582,NA,NA,NA,NA,0.411405116977205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08289300274219,NA,0.5401734950146,0.72623186146507,NA,1.03139170326231,NA,NA,NA,0.92874595624832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772075129783872,NA,NA,NA,NA,0.87974535620289,NA,0.730492235698727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770",NA,0.79448248148155,1.10066647527658,0.378451827424835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677345492830148,0.882059206064187,NA,NA,NA,NA,1.02595726364561,NA,NA,NA,NA,1.24281168733549,NA,1.24713584233755,NA,NA,NA,NA,0.749680313169227,NA,NA,NA,0.902166203429304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.856528969195006,NA,0.70595828681693,NA,NA,NA,NA,0.575440141161578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40654227858082,NA,0.985733706376689,1.07786600417002,NA,1.00422453754105,NA,NA,NA,0.735012913355928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12003139555397,NA,NA,NA,NA,1.19087200207648,NA,0.77804069173233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
